Title:,Trace 1
Model:,N9320B
Serial Number:,CN0323C271
85,382608695.652174,-2.363721085e+01
86,384782608.695652,-2.441899872e+01
87,386956521.739130,-2.525792694e+01
88,389130434.782609,-2.586416245e+01
89,391304347.826087,-2.644598389e+01
90,393478260.869565,-2.663502502e+01
91,395652173.913043,-2.646779633e+01
92,397826086.956522,-2.608066940e+01
93,400000000.000000,-2.555301666e+01
94,402173913.043478,-2.491230011e+01
95,404347826.086957,-2.433641052e+01
96,406521739.130435,-2.375130081e+01
97,408695652.173913,-2.317317200e+01
98,410869565.217391,-2.265021896e+01
99,413043478.260870,-2.213504410e+01
100,415217391.304348,-2.154156494e+01
101,417391304.347826,-2.100928497e+01
102,419565217.391304,-2.032966995e+01
103,421739130.434783,-1.958887482e+01
104,423913043.478261,-1.878783798e+01
105,426086956.521739,-1.794990921e+01
106,428260869.565217,-1.713495445e+01
107,430434782.608696,-1.641703796e+01
108,432608695.652174,-1.577338028e+01
109,434782608.695652,-1.530739594e+01
110,436956521.739130,-1.494225311e+01
111,439130434.782609,-1.474425507e+01
112,441304347.826087,-1.467546654e+01
113,443478260.869565,-1.470233345e+01
114,445652173.913043,-1.473266792e+01
115,447826086.956522,-1.462406540e+01
116,450000000.000000,-1.429834747e+01
117,452173913.043478,-1.382906151e+01
118,454347826.086957,-1.324186707e+01
119,456521739.130435,-1.257396126e+01
120,458695652.173913,-1.183953476e+01
121,460869565.217391,-1.111062050e+01
122,463043478.260870,-1.047740364e+01
123,465217391.304348,-9.945854187e+00
124,467391304.347826,-9.521484375e+00
125,469565217.391304,-9.173480988e+00
126,471739130.434783,-8.951244354e+00
127,473913043.478261,-8.909242630e+00
128,476086956.521739,-8.955671310e+00
129,478260869.565217,-9.230569839e+00
130,480434782.608696,-9.768806458e+00
131,482608695.652174,-1.049360275e+01
132,484782608.695652,-1.133156776e+01
133,486956521.739130,-1.226395607e+01
134,489130434.782609,-1.318357658e+01
135,491304347.826087,-1.321701241e+01
136,493478260.869565,-1.392042542e+01
137,495652173.913043,-1.464547729e+01
138,497826086.956522,-1.533914948e+01
139,500000000.000000,-1.586422348e+01
140,502173913.043478,-1.619443130e+01
141,504347826.086957,-1.638139343e+01
142,506521739.130435,-1.625668907e+01
143,508695652.173913,-1.606516838e+01
144,510869565.217391,-1.597907448e+01
145,513043478.260870,-1.596560860e+01
146,515217391.304348,-1.603600502e+01
147,517391304.347826,-1.638121223e+01
148,519565217.391304,-1.700625610e+01
149,521739130.434783,-1.794094086e+01
150,523913043.478261,-1.910947418e+01
151,526086956.521739,-2.031544495e+01
152,528260869.565217,-2.168596649e+01
153,530434782.608696,-2.294689560e+01
154,532608695.652174,-2.392739487e+01
155,534782608.695652,-2.452284241e+01
156,536956521.739130,-2.501950836e+01
157,539130434.782609,-2.524237061e+01
158,541304347.826087,-2.522000122e+01
159,543478260.869565,-2.506378174e+01
160,545652173.913043,-2.493260574e+01
161,547826086.956522,-2.481060028e+01
162,550000000.000000,-2.445044708e+01
163,552173913.043478,-2.401782608e+01
164,554347826.086957,-2.347365952e+01
165,556521739.130435,-2.274478531e+01
166,558695652.173913,-2.186299515e+01
167,560869565.217391,-2.097711945e+01
168,563043478.260870,-1.994469070e+01
169,565217391.304348,-1.894286346e+01
170,567391304.347826,-1.823610687e+01
171,569565217.391304,-1.781405258e+01
172,571739130.434783,-1.776171494e+01
173,573913043.478261,-1.786685371e+01
174,576086956.521739,-1.831998062e+01
175,578260869.565217,-1.922685242e+01
176,580434782.608696,-2.035977554e+01
177,582608695.652174,-2.156800842e+01
178,584782608.695652,-2.259185791e+01
179,586956521.739130,-2.357081604e+01
180,589130434.782609,-2.409041595e+01
181,591304347.826087,-2.426049042e+01
182,593478260.869565,-2.389144516e+01
183,595652173.913043,-2.340215302e+01
184,597826086.956522,-2.281615067e+01
185,600000000.000000,-2.217163467e+01
186,602173913.043478,-2.151556396e+01
187,604347826.086957,-2.077141571e+01
188,606521739.130435,-2.002207184e+01
189,608695652.173913,-1.915616608e+01
190,610869565.217391,-1.813910294e+01
191,613043478.260870,-1.713733482e+01
192,615217391.304348,-1.606576347e+01
193,617391304.347826,-1.505536270e+01
194,619565217.391304,-1.416045761e+01
195,621739130.434783,-1.354104042e+01
196,623913043.478261,-1.322586823e+01
197,626086956.521739,-1.318615913e+01
198,628260869.565217,-1.333562851e+01
199,630434782.608696,-1.380540466e+01
200,632608695.652174,-1.456159973e+01
201,634782608.695652,-1.544797707e+01
202,636956521.739130,-1.629968834e+01
203,639130434.782609,-1.704505157e+01
204,641304347.826087,-1.745619583e+01
205,643478260.869565,-1.726510811e+01
206,645652173.913043,-1.665491676e+01
207,647826086.956522,-1.589853096e+01
208,650000000.000000,-1.509795761e+01
209,652173913.043478,-1.440091705e+01
210,654347826.086957,-1.384353447e+01
211,656521739.130435,-1.356666374e+01
212,658695652.173913,-1.348066521e+01
213,660869565.217391,-1.350525284e+01
214,663043478.260870,-1.384666824e+01
215,665217391.304348,-1.450966835e+01
216,667391304.347826,-1.546472549e+01
217,669565217.391304,-1.675552177e+01
218,671739130.434783,-1.816950607e+01
219,673913043.478261,-1.963377380e+01
220,676086956.521739,-2.105119324e+01
221,678260869.565217,-2.228167725e+01
222,680434782.608696,-2.322727585e+01
223,682608695.652174,-2.394325256e+01
224,684782608.695652,-2.423341370e+01
225,686956521.739130,-2.430939865e+01
226,689130434.782609,-2.420635223e+01
227,691304347.826087,-2.411307144e+01
228,693478260.869565,-2.404545212e+01
229,695652173.913043,-2.408457947e+01
230,697826086.956522,-2.415951157e+01
231,700000000.000000,-2.432268906e+01
232,702173913.043478,-2.445753098e+01
233,704347826.086957,-2.453423309e+01
234,706521739.130435,-2.458183289e+01
235,708695652.173913,-2.458544922e+01
236,710869565.217391,-2.459331894e+01
237,713043478.260870,-2.447786331e+01
238,715217391.304348,-2.451221466e+01
239,717391304.347826,-2.468051529e+01
240,719565217.391304,-2.498041916e+01
241,721739130.434783,-2.551895905e+01
242,723913043.478261,-2.615446091e+01
243,726086956.521739,-2.680732727e+01
244,728260869.565217,-2.736150360e+01
245,730434782.608696,-2.797872925e+01
246,732608695.652174,-2.821125793e+01
247,734782608.695652,-2.814443588e+01
248,736956521.739130,-2.790810394e+01
249,739130434.782609,-2.756478500e+01
250,741304347.826087,-2.720173264e+01
251,743478260.869565,-2.702723312e+01
252,745652173.913043,-2.680658340e+01
253,747826086.956522,-2.666737366e+01
254,750000000.000000,-2.658903503e+01
255,752173913.043478,-2.645214462e+01
256,754347826.086957,-2.638086700e+01
257,756521739.130435,-2.612328720e+01
258,758695652.173913,-2.586716080e+01
259,760869565.217391,-2.542618179e+01
260,763043478.260870,-2.485330963e+01
261,765217391.304348,-2.428296280e+01
262,767391304.347826,-2.355800629e+01
263,769565217.391304,-2.275871277e+01
264,771739130.434783,-2.221729279e+01
265,773913043.478261,-2.160655212e+01
266,776086956.521739,-2.127832413e+01
267,778260869.565217,-2.093424988e+01
268,780434782.608696,-2.090261841e+01
269,782608695.652174,-2.096147156e+01
270,784782608.695652,-2.109379578e+01
271,786956521.739130,-2.128402328e+01
272,789130434.782609,-2.161639404e+01
273,791304347.826087,-2.201987839e+01
274,793478260.869565,-2.228650284e+01
275,795652173.913043,-2.245471191e+01
276,797826086.956522,-2.243738556e+01
277,800000000.000000,-2.235997772e+01
278,802173913.043478,-2.221983337e+01
279,804347826.086957,-2.189976501e+01
280,806521739.130435,-2.157291031e+01
281,808695652.173913,-2.117478561e+01
282,810869565.217391,-2.080946350e+01
283,813043478.260870,-2.029938889e+01
284,815217391.304348,-1.979339600e+01
285,817391304.347826,-1.935193634e+01
286,819565217.391304,-1.889573288e+01
287,821739130.434783,-1.843151855e+01
288,823913043.478261,-1.797273445e+01
289,826086956.521739,-1.766096878e+01
290,828260869.565217,-1.746844101e+01
291,830434782.608696,-1.746633339e+01
292,832608695.652174,-1.747694778e+01
293,834782608.695652,-1.760905457e+01
294,836956521.739130,-1.798293114e+01
295,839130434.782609,-1.844556046e+01
296,841304347.826087,-1.888221359e+01
297,843478260.869565,-1.933572388e+01
298,845652173.913043,-1.969562531e+01
299,847826086.956522,-1.993679428e+01
300,850000000.000000,-1.984016800e+01
301,852173913.043478,-1.964550781e+01
302,854347826.086957,-1.940788269e+01
303,856521739.130435,-1.910962296e+01
304,858695652.173913,-1.885780716e+01
305,860869565.217391,-1.868989563e+01
306,863043478.260870,-1.862187958e+01
307,865217391.304348,-1.861855698e+01
308,867391304.347826,-1.867437363e+01
309,869565217.391304,-1.879824066e+01
310,871739130.434783,-1.903918076e+01
311,873913043.478261,-1.944358063e+01
312,876086956.521739,-1.995341110e+01
313,878260869.565217,-2.048611450e+01
314,880434782.608696,-2.099637985e+01
315,882608695.652174,-2.163191986e+01
316,884782608.695652,-2.210860062e+01
317,886956521.739130,-2.238793182e+01
318,889130434.782609,-2.264179230e+01
319,891304347.826087,-2.283909225e+01
320,893478260.869565,-2.290836334e+01
321,895652173.913043,-2.273955536e+01
322,897826086.956522,-2.255062103e+01
323,900000000.000000,-2.245719910e+01
324,902173913.043478,-2.224058533e+01
325,904347826.086957,-2.234393311e+01
326,906521739.130435,-2.226078415e+01
327,908695652.173913,-2.198975754e+01
328,910869565.217391,-2.176809311e+01
329,913043478.260870,-2.154305649e+01
330,915217391.304348,-2.132077789e+01
331,917391304.347826,-2.122531891e+01
332,919565217.391304,-2.119411469e+01
333,921739130.434783,-2.120022202e+01
334,923913043.478261,-2.132104492e+01
335,926086956.521739,-2.154666138e+01
336,928260869.565217,-2.182272339e+01
337,930434782.608696,-2.206181717e+01
338,932608695.652174,-2.225132751e+01
339,934782608.695652,-2.235421371e+01
340,936956521.739130,-2.234080887e+01
341,939130434.782609,-2.211760330e+01
342,941304347.826087,-2.187200928e+01
343,943478260.869565,-2.157160950e+01
344,945652173.913043,-2.120763779e+01
345,947826086.956522,-2.086633301e+01
346,950000000.000000,-2.051434326e+01
347,952173913.043478,-2.014461899e+01
348,954347826.086957,-1.986338806e+01
349,956521739.130435,-1.954972076e+01
350,958695652.173913,-1.921056747e+01
351,960869565.217391,-1.917837143e+01
352,963043478.260870,-1.912194061e+01
353,965217391.304348,-1.898815155e+01
354,967391304.347826,-1.886293793e+01
355,969565217.391304,-1.873878098e+01
356,971739130.434783,-1.876107788e+01
357,973913043.478261,-1.877686691e+01
358,976086956.521739,-1.887696457e+01
359,978260869.565217,-1.900711060e+01
360,980434782.608696,-1.914297104e+01
361,982608695.652174,-1.938197327e+01
362,984782608.695652,-1.964651871e+01
363,986956521.739130,-1.988029861e+01
364,989130434.782609,-2.007403564e+01
365,991304347.826087,-2.013800049e+01
366,993478260.869565,-2.005623627e+01
367,995652173.913043,-1.992640305e+01
368,997826086.956522,-1.992728424e+01
369,1000000000.000000,-1.985218430e+01
370,1002173913.043478,-1.971326447e+01
371,1004347826.086957,-1.962318802e+01
372,1006521739.130435,-1.958649826e+01
373,1008695652.173913,-1.948792267e+01
374,1010869565.217391,-1.950453186e+01
375,1013043478.260870,-1.951016235e+01
376,1015217391.304348,-1.960990524e+01
377,1017391304.347826,-1.970667267e+01
378,1019565217.391304,-1.992747116e+01
379,1021739130.434783,-2.017615891e+01
380,1023913043.478261,-2.051995850e+01
381,1026086956.521739,-2.089284515e+01
382,1028260869.565217,-2.139545059e+01
383,1030434782.608696,-2.182828903e+01
384,1032608695.652174,-2.232371902e+01
385,1034782608.695652,-2.284920120e+01
386,1036956521.739130,-2.321557236e+01
387,1039130434.782609,-2.351589584e+01
388,1041304347.826087,-2.376734924e+01
389,1043478260.869565,-2.398797989e+01
390,1045652173.913043,-2.411767578e+01
391,1047826086.956522,-2.421083450e+01
392,1050000000.000000,-2.413700485e+01
393,1052173913.043478,-2.412325287e+01
394,1054347826.086957,-2.401320267e+01
395,1056521739.130435,-2.386711884e+01
396,1058695652.173913,-2.381776428e+01
397,1060869565.217391,-2.373839188e+01
398,1063043478.260870,-2.361159134e+01
399,1065217391.304348,-2.356678391e+01
400,1067391304.347826,-2.355323029e+01
401,1069565217.391304,-2.363649750e+01
402,1071739130.434783,-2.379586029e+01
403,1073913043.478261,-2.397668839e+01
404,1076086956.521739,-2.431550598e+01
405,1078260869.565217,-2.467443085e+01
406,1080434782.608696,-2.512254333e+01
407,1082608695.652174,-2.550719452e+01
408,1084782608.695652,-2.590349960e+01
409,1086956521.739130,-2.628105927e+01
410,1089130434.782609,-2.641893768e+01
411,1091304347.826087,-2.640349960e+01
412,1093478260.869565,-2.638123322e+01
413,1095652173.913043,-2.621532440e+01
414,1097826086.956522,-2.586288071e+01
415,1100000000.000000,-2.563627625e+01
416,1102173913.043478,-2.527847672e+01
417,1104347826.086957,-2.497746277e+01
418,1106521739.130435,-2.451628876e+01
419,1108695652.173913,-2.418856049e+01
420,1110869565.217391,-2.378428650e+01
421,1113043478.260870,-2.346981049e+01
422,1115217391.304348,-2.316188431e+01
423,1117391304.347826,-2.289622879e+01
424,1119565217.391304,-2.274223328e+01
425,1121739130.434783,-2.267603683e+01
426,1123913043.478261,-2.263514328e+01
427,1126086956.521739,-2.270858383e+01
428,1128260869.565217,-2.276455688e+01
429,1130434782.608696,-2.283089447e+01
430,1132608695.652174,-2.299479294e+01
431,1134782608.695652,-2.298124695e+01
432,1136956521.739130,-2.294174576e+01
433,1139130434.782609,-2.272554016e+01
434,1141304347.826087,-2.238018799e+01
435,1143478260.869565,-2.190995026e+01
436,1145652173.913043,-2.151129532e+01
437,1147826086.956522,-2.095137405e+01
438,1150000000.000000,-2.054631042e+01
439,1152173913.043478,-2.022932816e+01
440,1154347826.086957,-1.984980774e+01
441,1156521739.130435,-1.953825378e+01
442,1158695652.173913,-1.934795380e+01
443,1160869565.217391,-1.925146866e+01
444,1163043478.260870,-1.918052292e+01
445,1165217391.304348,-1.919264984e+01
446,1167391304.347826,-1.928988647e+01
447,1169565217.391304,-1.945386505e+01
448,1171739130.434783,-1.962637329e+01
449,1173913043.478261,-1.977282333e+01
450,1176086956.521739,-1.989065552e+01
451,1178260869.565217,-2.006811142e+01
452,1180434782.608696,-2.019254684e+01
453,1182608695.652174,-2.029212570e+01
454,1184782608.695652,-2.039271545e+01
455,1186956521.739130,-2.042139816e+01
456,1189130434.782609,-2.036162567e+01
457,1191304347.826087,-2.028944016e+01
458,1193478260.869565,-2.025685501e+01
459,1195652173.913043,-2.023791504e+01
460,1197826086.956522,-2.026515579e+01
461,1200000000.000000,-2.024950790e+01
