Title:,Trace 1
Model:,N9320B
Serial Number:,CN0323C271
85,382608695.652174,-2.267712021e+01
86,384782608.695652,-2.338088608e+01
87,386956521.739130,-2.410591125e+01
88,389130434.782609,-2.477679443e+01
89,391304347.826087,-2.523579407e+01
90,393478260.869565,-2.541993713e+01
91,395652173.913043,-2.509270477e+01
92,397826086.956522,-2.474851227e+01
93,400000000.000000,-2.422372055e+01
94,402173913.043478,-2.353126526e+01
95,404347826.086957,-2.289080811e+01
96,406521739.130435,-2.222589874e+01
97,408695652.173913,-2.182315445e+01
98,410869565.217391,-2.136711884e+01
99,413043478.260870,-2.088876343e+01
100,415217391.304348,-2.041555405e+01
101,417391304.347826,-1.986912537e+01
102,419565217.391304,-1.917129517e+01
103,421739130.434783,-1.844684982e+01
104,423913043.478261,-1.765574646e+01
105,426086956.521739,-1.684708023e+01
106,428260869.565217,-1.590180779e+01
107,430434782.608696,-1.512433243e+01
108,432608695.652174,-1.445331573e+01
109,434782608.695652,-1.392748833e+01
110,436956521.739130,-1.357937431e+01
111,439130434.782609,-1.339262390e+01
112,441304347.826087,-1.332079124e+01
113,443478260.869565,-1.331250191e+01
114,445652173.913043,-1.338751030e+01
115,447826086.956522,-1.335410118e+01
116,450000000.000000,-1.322239876e+01
117,452173913.043478,-1.288217163e+01
118,454347826.086957,-1.243690681e+01
119,456521739.130435,-1.192502403e+01
120,458695652.173913,-1.129037476e+01
121,460869565.217391,-1.068859863e+01
122,463043478.260870,-1.015067482e+01
123,465217391.304348,-9.648654938e+00
124,467391304.347826,-9.245470047e+00
125,469565217.391304,-8.893606186e+00
126,471739130.434783,-8.693605423e+00
127,473913043.478261,-8.650621414e+00
128,476086956.521739,-8.686685562e+00
129,478260869.565217,-8.958290100e+00
130,480434782.608696,-9.475475311e+00
131,482608695.652174,-1.016764641e+01
132,484782608.695652,-1.106977272e+01
133,486956521.739130,-1.210900879e+01
134,489130434.782609,-1.313512611e+01
135,491304347.826087,-1.320650482e+01
136,493478260.869565,-1.400403023e+01
137,495652173.913043,-1.476235390e+01
138,497826086.956522,-1.539862251e+01
139,500000000.000000,-1.587119102e+01
140,502173913.043478,-1.619309616e+01
141,504347826.086957,-1.626089287e+01
142,506521739.130435,-1.608028793e+01
143,508695652.173913,-1.586820793e+01
144,510869565.217391,-1.570491409e+01
145,513043478.260870,-1.568321037e+01
146,515217391.304348,-1.576827049e+01
147,517391304.347826,-1.603378105e+01
148,519565217.391304,-1.665426636e+01
149,521739130.434783,-1.758796883e+01
150,523913043.478261,-1.877093506e+01
151,526086956.521739,-2.010806656e+01
152,528260869.565217,-2.143815613e+01
153,530434782.608696,-2.264202118e+01
154,532608695.652174,-2.369165802e+01
155,534782608.695652,-2.432036209e+01
156,536956521.739130,-2.471055603e+01
157,539130434.782609,-2.481719208e+01
158,541304347.826087,-2.465571213e+01
159,543478260.869565,-2.451188278e+01
160,545652173.913043,-2.432433701e+01
161,547826086.956522,-2.410240936e+01
162,550000000.000000,-2.363017273e+01
163,552173913.043478,-2.316415787e+01
164,554347826.086957,-2.253255463e+01
165,556521739.130435,-2.182754898e+01
166,558695652.173913,-2.091591263e+01
167,560869565.217391,-1.980891418e+01
168,563043478.260870,-1.878184128e+01
169,565217391.304348,-1.786345673e+01
170,567391304.347826,-1.709264183e+01
171,569565217.391304,-1.668343163e+01
172,571739130.434783,-1.665216637e+01
173,573913043.478261,-1.681404495e+01
174,576086956.521739,-1.733347321e+01
175,578260869.565217,-1.821187973e+01
176,580434782.608696,-1.932151031e+01
177,582608695.652174,-2.050053024e+01
178,584782608.695652,-2.153807831e+01
179,586956521.739130,-2.240152740e+01
180,589130434.782609,-2.287790680e+01
181,591304347.826087,-2.280258560e+01
182,593478260.869565,-2.227252960e+01
183,595652173.913043,-2.158304977e+01
184,597826086.956522,-2.080078506e+01
185,600000000.000000,-2.013729095e+01
186,602173913.043478,-1.946911621e+01
187,604347826.086957,-1.865567780e+01
188,606521739.130435,-1.783331490e+01
189,608695652.173913,-1.701289749e+01
190,610869565.217391,-1.621491051e+01
191,613043478.260870,-1.532415581e+01
192,615217391.304348,-1.452127266e+01
193,617391304.347826,-1.384643936e+01
194,619565217.391304,-1.325835419e+01
195,621739130.434783,-1.281745529e+01
196,623913043.478261,-1.259037781e+01
197,626086956.521739,-1.258379364e+01
198,628260869.565217,-1.280568504e+01
199,630434782.608696,-1.332090759e+01
200,632608695.652174,-1.400551033e+01
201,634782608.695652,-1.485693932e+01
202,636956521.739130,-1.567952538e+01
203,639130434.782609,-1.640368652e+01
204,641304347.826087,-1.687786102e+01
205,643478260.869565,-1.691710663e+01
206,645652173.913043,-1.669821358e+01
207,647826086.956522,-1.636397362e+01
208,650000000.000000,-1.600053596e+01
209,652173913.043478,-1.573899651e+01
210,654347826.086957,-1.567038727e+01
211,656521739.130435,-1.568178749e+01
212,658695652.173913,-1.578883171e+01
213,660869565.217391,-1.600396919e+01
214,663043478.260870,-1.646857071e+01
215,665217391.304348,-1.719832611e+01
216,667391304.347826,-1.815338516e+01
217,669565217.391304,-1.934297943e+01
218,671739130.434783,-2.073147202e+01
219,673913043.478261,-2.213897705e+01
220,676086956.521739,-2.353534698e+01
221,678260869.565217,-2.465659332e+01
222,680434782.608696,-2.549943161e+01
223,682608695.652174,-2.611723709e+01
224,684782608.695652,-2.636669540e+01
225,686956521.739130,-2.634915924e+01
226,689130434.782609,-2.622519302e+01
227,691304347.826087,-2.604406738e+01
228,693478260.869565,-2.611123657e+01
229,695652173.913043,-2.611286163e+01
230,697826086.956522,-2.615616226e+01
231,700000000.000000,-2.629903412e+01
232,702173913.043478,-2.633169556e+01
233,704347826.086957,-2.640853119e+01
234,706521739.130435,-2.630865479e+01
235,708695652.173913,-2.626360703e+01
236,710869565.217391,-2.605529404e+01
237,713043478.260870,-2.593866730e+01
238,715217391.304348,-2.584987640e+01
239,717391304.347826,-2.578876495e+01
240,719565217.391304,-2.615040970e+01
241,721739130.434783,-2.661976624e+01
242,723913043.478261,-2.706786346e+01
243,726086956.521739,-2.766600800e+01
244,728260869.565217,-2.812734604e+01
245,730434782.608696,-2.860969925e+01
246,732608695.652174,-2.878135681e+01
247,734782608.695652,-2.874983978e+01
248,736956521.739130,-2.848466110e+01
249,739130434.782609,-2.809460068e+01
250,741304347.826087,-2.783395767e+01
251,743478260.869565,-2.753282166e+01
252,745652173.913043,-2.730123138e+01
253,747826086.956522,-2.714833832e+01
254,750000000.000000,-2.695150375e+01
255,752173913.043478,-2.685477066e+01
256,754347826.086957,-2.667576599e+01
257,756521739.130435,-2.642069244e+01
258,758695652.173913,-2.607508850e+01
259,760869565.217391,-2.556573868e+01
260,763043478.260870,-2.497275543e+01
261,765217391.304348,-2.423109436e+01
262,767391304.347826,-2.342110443e+01
263,769565217.391304,-2.264632416e+01
264,771739130.434783,-2.189663315e+01
265,773913043.478261,-2.125976944e+01
266,776086956.521739,-2.083374786e+01
267,778260869.565217,-2.051084518e+01
268,780434782.608696,-2.044531250e+01
269,782608695.652174,-2.048759460e+01
270,784782608.695652,-2.064520264e+01
271,786956521.739130,-2.091442108e+01
272,789130434.782609,-2.120203400e+01
273,791304347.826087,-2.157931137e+01
274,793478260.869565,-2.174997711e+01
275,795652173.913043,-2.190450287e+01
276,797826086.956522,-2.187060547e+01
277,800000000.000000,-2.171002579e+01
278,802173913.043478,-2.144850159e+01
279,804347826.086957,-2.107054138e+01
280,806521739.130435,-2.061903381e+01
281,808695652.173913,-2.011796951e+01
282,810869565.217391,-1.960120773e+01
283,813043478.260870,-1.906801224e+01
284,815217391.304348,-1.850460052e+01
285,817391304.347826,-1.804099274e+01
286,819565217.391304,-1.749991035e+01
287,821739130.434783,-1.702328682e+01
288,823913043.478261,-1.664366531e+01
289,826086956.521739,-1.641170311e+01
290,828260869.565217,-1.635747147e+01
291,830434782.608696,-1.636579514e+01
292,832608695.652174,-1.657040787e+01
293,834782608.695652,-1.687627602e+01
294,836956521.739130,-1.734777260e+01
295,839130434.782609,-1.785403824e+01
296,841304347.826087,-1.836921692e+01
297,843478260.869565,-1.885980606e+01
298,845652173.913043,-1.930187607e+01
299,847826086.956522,-1.947699738e+01
300,850000000.000000,-1.953056335e+01
301,852173913.043478,-1.937276077e+01
302,854347826.086957,-1.916394806e+01
303,856521739.130435,-1.897605896e+01
304,858695652.173913,-1.882938385e+01
305,860869565.217391,-1.875445938e+01
306,863043478.260870,-1.875960159e+01
307,865217391.304348,-1.882444763e+01
308,867391304.347826,-1.908411407e+01
309,869565217.391304,-1.943208313e+01
310,871739130.434783,-1.991721344e+01
311,873913043.478261,-2.047768784e+01
312,876086956.521739,-2.116795349e+01
313,878260869.565217,-2.190167236e+01
314,880434782.608696,-2.255028152e+01
315,882608695.652174,-2.314666367e+01
316,884782608.695652,-2.373446274e+01
317,886956521.739130,-2.411655807e+01
318,889130434.782609,-2.434595871e+01
319,891304347.826087,-2.443103790e+01
320,893478260.869565,-2.440952682e+01
321,895652173.913043,-2.426325226e+01
322,897826086.956522,-2.400730133e+01
323,900000000.000000,-2.375749588e+01
324,902173913.043478,-2.356006622e+01
325,904347826.086957,-2.359035492e+01
326,906521739.130435,-2.342422485e+01
327,908695652.173913,-2.318572617e+01
328,910869565.217391,-2.287551117e+01
329,913043478.260870,-2.253743362e+01
330,915217391.304348,-2.227540970e+01
331,917391304.347826,-2.209694290e+01
332,919565217.391304,-2.202607727e+01
333,921739130.434783,-2.203522110e+01
334,923913043.478261,-2.215931702e+01
335,926086956.521739,-2.227434158e+01
336,928260869.565217,-2.240857697e+01
337,930434782.608696,-2.259260178e+01
338,932608695.652174,-2.267644882e+01
339,934782608.695652,-2.261395264e+01
340,936956521.739130,-2.253873444e+01
341,939130434.782609,-2.233403778e+01
342,941304347.826087,-2.201152420e+01
343,943478260.869565,-2.166095734e+01
344,945652173.913043,-2.130347061e+01
345,947826086.956522,-2.092244339e+01
346,950000000.000000,-2.055087280e+01
347,952173913.043478,-2.014896393e+01
348,954347826.086957,-1.982718277e+01
349,956521739.130435,-1.952468491e+01
350,958695652.173913,-1.919304276e+01
351,960869565.217391,-1.909875107e+01
352,963043478.260870,-1.902626038e+01
353,965217391.304348,-1.891367722e+01
354,967391304.347826,-1.875595474e+01
355,969565217.391304,-1.861594009e+01
356,971739130.434783,-1.858653259e+01
357,973913043.478261,-1.861221313e+01
358,976086956.521739,-1.875759888e+01
359,978260869.565217,-1.884806442e+01
360,980434782.608696,-1.897323227e+01
361,982608695.652174,-1.922082901e+01
362,984782608.695652,-1.945533752e+01
363,986956521.739130,-1.966402817e+01
364,989130434.782609,-1.972692490e+01
365,991304347.826087,-1.969505310e+01
366,993478260.869565,-1.967316818e+01
367,995652173.913043,-1.953765869e+01
368,997826086.956522,-1.941566849e+01
369,1000000000.000000,-1.935474777e+01
370,1002173913.043478,-1.920357132e+01
371,1004347826.086957,-1.912581635e+01
372,1006521739.130435,-1.903044891e+01
373,1008695652.173913,-1.899539948e+01
374,1010869565.217391,-1.900570297e+01
375,1013043478.260870,-1.899018860e+01
376,1015217391.304348,-1.911870193e+01
377,1017391304.347826,-1.920631027e+01
378,1019565217.391304,-1.938435364e+01
379,1021739130.434783,-1.969033432e+01
380,1023913043.478261,-1.998943329e+01
381,1026086956.521739,-2.036734390e+01
382,1028260869.565217,-2.080849457e+01
383,1030434782.608696,-2.131275177e+01
384,1032608695.652174,-2.180169678e+01
385,1034782608.695652,-2.223950958e+01
386,1036956521.739130,-2.266552734e+01
387,1039130434.782609,-2.293455887e+01
388,1041304347.826087,-2.314716339e+01
389,1043478260.869565,-2.337346268e+01
390,1045652173.913043,-2.346931839e+01
391,1047826086.956522,-2.351963425e+01
392,1050000000.000000,-2.348181915e+01
393,1052173913.043478,-2.334610367e+01
394,1054347826.086957,-2.323485184e+01
395,1056521739.130435,-2.314918518e+01
396,1058695652.173913,-2.300295639e+01
397,1060869565.217391,-2.287570572e+01
398,1063043478.260870,-2.277630234e+01
399,1065217391.304348,-2.267585373e+01
400,1067391304.347826,-2.261645508e+01
401,1069565217.391304,-2.265668869e+01
402,1071739130.434783,-2.277614594e+01
403,1073913043.478261,-2.295285034e+01
404,1076086956.521739,-2.318327332e+01
405,1078260869.565217,-2.343027115e+01
406,1080434782.608696,-2.382317734e+01
407,1082608695.652174,-2.414855957e+01
408,1084782608.695652,-2.448300552e+01
409,1086956521.739130,-2.473761749e+01
410,1089130434.782609,-2.479246902e+01
411,1091304347.826087,-2.477438354e+01
412,1093478260.869565,-2.455440903e+01
413,1095652173.913043,-2.423364258e+01
414,1097826086.956522,-2.393115997e+01
415,1100000000.000000,-2.365761948e+01
416,1102173913.043478,-2.329480743e+01
417,1104347826.086957,-2.289246368e+01
418,1106521739.130435,-2.247594070e+01
419,1108695652.173913,-2.208754349e+01
420,1110869565.217391,-2.173606491e+01
421,1113043478.260870,-2.129221344e+01
422,1115217391.304348,-2.096719742e+01
423,1117391304.347826,-2.075527573e+01
424,1119565217.391304,-2.059057617e+01
425,1121739130.434783,-2.048228836e+01
426,1123913043.478261,-2.044961166e+01
427,1126086956.521739,-2.044456482e+01
428,1128260869.565217,-2.054477692e+01
429,1130434782.608696,-2.057374573e+01
430,1132608695.652174,-2.071738815e+01
431,1134782608.695652,-2.077311707e+01
432,1136956521.739130,-2.086983871e+01
433,1139130434.782609,-2.087831497e+01
434,1141304347.826087,-2.080644989e+01
435,1143478260.869565,-2.061375427e+01
436,1145652173.913043,-2.045220947e+01
437,1147826086.956522,-2.030187988e+01
438,1150000000.000000,-2.022541046e+01
439,1152173913.043478,-2.016532516e+01
440,1154347826.086957,-2.015533829e+01
441,1156521739.130435,-2.007489777e+01
442,1158695652.173913,-2.004491043e+01
443,1160869565.217391,-2.005518341e+01
444,1163043478.260870,-2.017850876e+01
445,1165217391.304348,-2.034717560e+01
446,1167391304.347826,-2.054938507e+01
447,1169565217.391304,-2.079000473e+01
448,1171739130.434783,-2.115968323e+01
449,1173913043.478261,-2.154929352e+01
450,1176086956.521739,-2.185826874e+01
451,1178260869.565217,-2.215375137e+01
452,1180434782.608696,-2.244766235e+01
453,1182608695.652174,-2.270759201e+01
454,1184782608.695652,-2.299330521e+01
455,1186956521.739130,-2.316183090e+01
456,1189130434.782609,-2.323936081e+01
457,1191304347.826087,-2.329513168e+01
458,1193478260.869565,-2.330068207e+01
459,1195652173.913043,-2.332804489e+01
460,1197826086.956522,-2.338499069e+01
461,1200000000.000000,-2.338894653e+01
