LECROYWR64Xi,13019,Waveform
0.0127995
0.00799969
0.00959963
0.00479982
0.00319988
0.00479982
0.00319988
0.00159994
0.00159994
0
-0.00319988
-0.00639975
-0.00799969
-0.00799969
-0.00959963
-0.00959963
-0.0143994
-0.0127995
-0.0127995
-0.0191993
-0.0191993
-0.0191993
-0.0207992
-0.0223991
-0.0191993
-0.0175993
-0.0223991
